flight_id,airline,source,destination,departure_time,arrival_time,duration,is_overnight,calculated_duration_minutes,time_anomaly,duration_mismatch,duration_minutes,route_anomaly,duration_anomaly,is_valid
SJ239,SPICEJET,BOM,CCU,2026-04-20 22:24:41.704,2026-04-21 00:10:41.704,106.0,True,106.0,False,False,106.0,False,False,True
6F099,INDIGO,MAA,DEL,2026-04-20 22:24:41.702,2026-04-20 22:59:41.702,35.0,False,35.0,False,False,35.0,False,False,True
AI048,AIR INDIA,CCU,DEL,2026-04-20 22:23:41.701,2026-04-21 02:15:41.701,232.0,True,232.0,False,False,232.0,False,False,True
SJ112,SPICEJET,HYD,DEL,2026-04-20 22:20:41.702,2026-04-21 00:40:41.702,140.0,True,140.0,False,False,140.0,False,False,True
6F164,INDIGO,BLR,BOM,2026-04-20 22:18:41.703,2026-04-21 00:45:41.703,147.0,True,147.0,False,False,147.0,False,False,True
UK021,VISTARA,HYD,MAA,2026-04-20 22:00:41.701,2026-04-20 23:50:41.701,110.0,False,110.0,False,False,110.0,False,False,True
SJ172,SPICEJET,CCU,DEL,2026-04-20 21:58:41.703,2026-04-21 01:14:41.703,196.0,True,196.0,False,False,196.0,False,False,True
AI060,AIR INDIA,DEL,HYD,2026-04-20 21:58:41.701,2026-04-20 23:51:41.701,113.0,False,113.0,False,False,113.0,False,False,True
SJ205,SPICEJET,HYD,CCU,2026-04-20 21:56:41.703,2026-04-20 23:00:41.703,64.0,False,64.0,False,False,64.0,False,False,True
SJ093,SPICEJET,BLR,BOM,2026-04-20 21:55:41.702,2026-04-20 23:01:41.702,66.0,False,66.0,False,False,66.0,False,False,True
6F195,INDIGO,CCU,DEL,2026-04-20 21:44:41.703,2026-04-20 22:39:41.703,55.0,False,55.0,False,False,55.0,False,False,True
UK003,VISTARA,HYD,DEL,2026-04-20 21:41:41.700,2026-04-21 02:19:41.700,278.0,True,278.0,False,False,278.0,False,False,True
UK026,VISTARA,HYD,MAA,2026-04-20 21:38:41.701,2026-04-20 23:44:41.701,126.0,False,126.0,False,False,126.0,False,False,True
6F174,INDIGO,DEL,HYD,2026-04-20 21:36:41.703,2026-04-20 22:16:41.703,40.0,False,40.0,False,False,40.0,False,False,True
UK067,VISTARA,BOM,CCU,2026-04-20 21:36:41.701,2026-04-21 01:02:41.701,206.0,True,206.0,False,False,206.0,False,False,True
SJ149,SPICEJET,HYD,MAA,2026-04-20 21:20:41.702,2026-04-20 23:20:42.000,120.0,False,120.0,False,False,120.0,False,False,True
6F213,INDIGO,BLR,BOM,2026-04-20 21:05:41.703,2026-04-21 00:32:41.703,207.0,True,207.0,False,False,207.0,False,False,True
UK200,VISTARA,CCU,DEL,2026-04-20 20:54:41.703,2026-04-20 22:45:41.703,111.0,False,111.0,False,False,111.0,False,False,True
SJ214,SPICEJET,BOM,MAA,2026-04-20 20:54:41.703,2026-04-20 22:10:41.703,76.0,False,76.0,False,False,76.0,False,False,True
SJ047,SPICEJET,HYD,BOM,2026-04-20 20:44:41.701,2026-04-20 21:21:41.701,37.0,False,37.0,False,False,37.0,False,False,True
AI179,AIR INDIA,HYD,BOM,2026-04-20 20:41:41.703,2026-04-21 01:19:41.703,278.0,True,278.0,False,False,278.0,False,False,True
SJ153,SPICEJET,DEL,CCU,2026-04-20 20:37:41.702,2026-04-20 22:00:41.702,83.0,False,83.0,False,False,83.0,False,False,True
6F236,INDIGO,BOM,DEL,2026-04-20 20:35:41.704,2026-04-20 23:54:41.704,199.0,False,199.0,False,False,199.0,False,False,True
UK059,VISTARA,HYD,MAA,2026-04-20 20:33:41.701,2026-04-20 22:10:41.701,97.0,False,97.0,False,False,97.0,False,False,True
SJ001,SPICEJET,BOM,MAA,2026-04-20 20:28:41.700,2026-04-21 01:15:41.700,287.0,True,287.0,False,False,287.0,False,False,True
SJ049,SPICEJET,CCU,DEL,2026-04-20 20:26:41.701,2026-04-21 00:26:41.701,240.0,True,240.0,False,False,240.0,False,False,True
6F086,INDIGO,MAA,HYD,2026-04-20 20:23:41.702,2026-04-20 21:00:41.702,37.0,False,37.0,False,False,37.0,False,False,True
AI220,AIR INDIA,BOM,DEL,2026-04-20 20:19:41.703,2026-04-20 21:57:41.703,98.0,False,98.0,False,False,98.0,False,False,True
AI188,AIR INDIA,CCU,HYD,2026-04-20 20:16:41.703,2026-04-20 23:02:41.703,166.0,False,166.0,False,False,166.0,False,False,True
6F114,INDIGO,BOM,MAA,2026-04-20 20:10:41.702,2026-04-20 21:00:41.702,50.0,False,50.0,False,False,50.0,False,False,True
SJ179,SPICEJET,DEL,HYD,2026-04-20 20:09:41.703,2026-04-20 23:39:41.703,210.0,False,210.0,False,False,210.0,False,False,True
6F190,INDIGO,DEL,MAA,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,274.0,True,274.0,False,False,274.0,False,False,True
SJ003,SPICEJET,MAA,CCU,2026-04-20 19:50:41.701,2026-04-20 20:32:41.701,42.0,False,42.0,False,False,42.0,False,False,True
6F028,INDIGO,HYD,CCU,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,120.0,False,120.0,False,False,120.0,False,False,True
UK036,VISTARA,CCU,BLR,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,264.0,True,264.0,False,False,264.0,False,False,True
SJ160,SPICEJET,MAA,BLR,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,45.0,False,45.0,False,False,45.0,False,False,True
6F151,INDIGO,CCU,HYD,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,140.0,False,140.0,False,False,140.0,False,False,True
UK140,VISTARA,MAA,BLR,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,83.0,False,83.0,False,False,83.0,False,False,True
AI115,AIR INDIA,MAA,BLR,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,289.0,True,289.0,False,False,289.0,False,False,True
AI132,AIR INDIA,BLR,BOM,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,129.0,False,129.0,False,False,129.0,False,False,True
UK209,VISTARA,MAA,BLR,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,165.0,False,165.0,False,False,165.0,False,False,True
SJ043,SPICEJET,MAA,DEL,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,129.0,False,129.0,False,False,129.0,False,False,True
UK176,VISTARA,HYD,BLR,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,248.0,False,248.0,False,False,248.0,False,False,True
UK216,VISTARA,MAA,HYD,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,194.0,False,194.0,False,False,194.0,False,False,True
UK150,VISTARA,DEL,CCU,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,30.0,False,30.0,False,False,30.0,False,False,True
UK145,VISTARA,BOM,HYD,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,131.0,False,131.0,False,False,131.0,False,False,True
6F270,INDIGO,HYD,MAA,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,48.0,False,48.0,False,False,48.0,False,False,True
6F012,INDIGO,CCU,HYD,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,205.0,False,205.0,False,False,205.0,False,False,True
SJ236,SPICEJET,MAA,BOM,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,239.0,False,239.0,False,False,239.0,False,False,True
6F149,INDIGO,BLR,CCU,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,165.0,False,165.0,False,False,165.0,False,False,True
UK004,VISTARA,BOM,CCU,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,34.0,False,34.0,False,False,34.0,False,False,True
UK010,VISTARA,MAA,HYD,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,167.0,False,167.0,False,False,167.0,False,False,True
UK215,VISTARA,BOM,DEL,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,132.0,False,132.0,False,False,132.0,False,False,True
SJ116,SPICEJET,HYD,CCU,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,89.0,False,89.0,False,False,89.0,False,False,True
SJ023,SPICEJET,HYD,MAA,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,102.0,False,102.0,False,False,102.0,False,False,True
UK152,VISTARA,BOM,CCU,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,169.0,False,169.0,False,False,169.0,False,False,True
SJ202,SPICEJET,CCU,HYD,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,107.0,False,107.0,False,False,107.0,False,False,True
6F043,INDIGO,BOM,HYD,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,86.0,False,86.0,False,False,86.0,False,False,True
UK173,VISTARA,MAA,BLR,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,256.0,False,256.0,False,False,256.0,False,False,True
SJ081,SPICEJET,BOM,BLR,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,109.0,False,109.0,False,False,109.0,False,False,True
UK153,VISTARA,CCU,HYD,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,241.0,False,241.0,False,False,241.0,False,False,True
UK187,VISTARA,BLR,BOM,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,110.0,False,110.0,False,False,110.0,False,False,True
UK055,VISTARA,HYD,DEL,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,163.0,False,163.0,False,False,163.0,False,False,True
UK181,VISTARA,MAA,DEL,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,162.0,False,162.0,False,False,162.0,False,False,True
UK074,VISTARA,BOM,DEL,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,117.0,False,117.0,False,False,117.0,False,False,True
SJ068,SPICEJET,BLR,BOM,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,124.0,False,124.0,False,False,124.0,False,False,True
AI242,AIR INDIA,BLR,CCU,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,62.0,False,62.0,False,False,62.0,False,False,True
SJ237,SPICEJET,BOM,CCU,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,148.0,False,148.0,False,False,148.0,False,False,True
6F194,INDIGO,BOM,CCU,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,118.0,False,118.0,False,False,118.0,False,False,True
UK063,VISTARA,DEL,BOM,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,72.0,False,72.0,False,False,72.0,False,False,True
UK068,VISTARA,BLR,MAA,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,101.0,False,101.0,False,False,101.0,False,False,True
UK224,VISTARA,CCU,MAA,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,239.0,False,239.0,False,False,239.0,False,False,True
UK077,VISTARA,HYD,BOM,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,98.0,False,98.0,False,False,98.0,False,False,True
UK207,VISTARA,MAA,CCU,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,75.0,False,75.0,False,False,75.0,False,False,True
AI221,AIR INDIA,MAA,HYD,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,156.0,False,156.0,False,False,156.0,False,False,True
UK109,VISTARA,BLR,BOM,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,60.0,False,60.0,False,False,60.0,False,False,True
UK089,VISTARA,BOM,HYD,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,252.0,False,252.0,False,False,252.0,False,False,True
AI072,AIR INDIA,BLR,CCU,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,58.0,False,58.0,False,False,58.0,False,False,True
UK131,VISTARA,BOM,DEL,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,246.0,False,246.0,False,False,246.0,False,False,True
SJ150,SPICEJET,BOM,HYD,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,210.0,False,210.0,False,False,210.0,False,False,True
6F097,INDIGO,BLR,BOM,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,77.0,False,77.0,False,False,77.0,False,False,True
6F123,INDIGO,DEL,HYD,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,106.0,False,106.0,False,False,106.0,False,False,True
6F017,INDIGO,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,161.0,False,161.0,False,False,161.0,False,False,True
6F245,INDIGO,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,161.0,False,161.0,False,False,161.0,False,False,True
6F180,INDIGO,MAA,BLR,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,264.0,False,264.0,False,False,264.0,False,False,True
6F152,INDIGO,CCU,DEL,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,124.0,False,124.0,False,False,124.0,False,False,True
SJ034,SPICEJET,MAA,BOM,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,291.0,False,291.0,False,False,291.0,False,False,True
SJ142,SPICEJET,CCU,BOM,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,102.0,False,102.0,False,False,102.0,False,False,True
UK189,VISTARA,BLR,MAA,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,224.0,False,224.0,False,False,224.0,False,False,True
SJ044,SPICEJET,DEL,CCU,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,157.0,False,157.0,False,False,157.0,False,False,True
SJ196,SPICEJET,DEL,HYD,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,166.0,False,166.0,False,False,166.0,False,False,True
6F188,INDIGO,DEL,HYD,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,282.0,False,282.0,False,False,282.0,False,False,True
6F181,INDIGO,BOM,MAA,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,108.0,False,108.0,False,False,108.0,False,False,True
6F077,INDIGO,CCU,DEL,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,258.0,False,258.0,False,False,258.0,False,False,True
SJ154,SPICEJET,BLR,HYD,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,99.0,False,99.0,False,False,99.0,False,False,True
AI025,AIR INDIA,HYD,DEL,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,145.0,False,145.0,False,False,145.0,False,False,True
AI094,AIR INDIA,DEL,BLR,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,60.0,False,60.0,False,False,60.0,False,False,True
6F191,INDIGO,BLR,DEL,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,30.0,False,30.0,False,False,30.0,False,False,True
SJ085,SPICEJET,BLR,MAA,2026-04-20 14:41:41.702,2026-04-20 19:11:41.702,270.0,False,270.0,False,False,270.0,False,False,True
6F261,INDIGO,CCU,DEL,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,178.0,False,178.0,False,False,178.0,False,False,True
6F129,INDIGO,DEL,CCU,2026-04-20 14:28:41.702,2026-04-20 16:47:41.702,139.0,False,139.0,False,False,139.0,False,False,True
6F254,INDIGO,MAA,BLR,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,215.0,False,215.0,False,False,215.0,False,False,True
SJ185,SPICEJET,BOM,CCU,2026-04-20 14:21:41.703,2026-04-20 15:21:41.703,60.0,False,60.0,False,False,60.0,False,False,True
6F030,INDIGO,BOM,DEL,2026-04-20 14:20:41.701,2026-04-20 17:10:41.701,170.0,False,170.0,False,False,170.0,False,False,True
SJ222,SPICEJET,BOM,DEL,2026-04-20 14:15:41.703,2026-04-20 17:09:41.703,174.0,False,174.0,False,False,174.0,False,False,True
6F259,INDIGO,BOM,DEL,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,71.0,False,71.0,False,False,71.0,False,False,True
UK083,VISTARA,DEL,HYD,2026-04-20 14:10:41.702,2026-04-20 14:59:41.702,49.0,False,49.0,False,False,49.0,False,False,True
6F051,INDIGO,BLR,BOM,2026-04-20 13:58:41.701,2026-04-20 15:58:41.701,120.0,False,120.0,False,False,120.0,False,False,True
SJ088,SPICEJET,CCU,MAA,2026-04-20 13:54:41.702,2026-04-20 14:26:41.702,32.0,False,32.0,False,False,32.0,False,False,True
6F146,INDIGO,HYD,MAA,2026-04-20 13:51:41.703,2026-04-20 15:07:41.703,76.0,False,76.0,False,False,76.0,False,False,True
6F047,INDIGO,MAA,DEL,2026-04-20 13:50:41.701,2026-04-20 15:55:41.701,125.0,False,125.0,False,False,125.0,False,False,True
AI077,AIR INDIA,CCU,HYD,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,66.0,False,66.0,False,False,66.0,False,False,True
UK134,VISTARA,HYD,CCU,2026-04-20 13:44:41.702,2026-04-20 17:26:41.702,222.0,False,222.0,False,False,222.0,False,False,True
AI056,AIR INDIA,DEL,MAA,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,235.0,False,235.0,False,False,235.0,False,False,True
UK141,VISTARA,HYD,MAA,2026-04-20 13:38:41.703,2026-04-20 15:59:41.703,141.0,False,141.0,False,False,141.0,False,False,True
AI030,AIR INDIA,CCU,HYD,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,199.0,False,199.0,False,False,199.0,False,False,True
AI029,AIR INDIA,MAA,DEL,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,264.0,False,264.0,False,False,264.0,False,False,True
SJ167,SPICEJET,MAA,CCU,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,54.0,False,54.0,False,False,54.0,False,False,True
UK017,VISTARA,BLR,HYD,2026-04-20 13:14:41.701,2026-04-20 14:49:41.701,95.0,False,95.0,False,False,95.0,False,False,True
6F229,INDIGO,MAA,DEL,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,80.0,False,80.0,False,False,80.0,False,False,True
SJ117,SPICEJET,MAA,BLR,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,236.0,False,236.0,False,False,236.0,False,False,True
6F184,INDIGO,MAA,BOM,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,179.0,False,179.0,False,False,179.0,False,False,True
AI031,AIR INDIA,DEL,MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,186.0,False,186.0,False,False,186.0,False,False,True
AI178,AIR INDIA,CCU,BLR,2026-04-20 13:04:41.703,2026-04-20 14:03:41.703,59.0,False,59.0,False,False,59.0,False,False,True
SJ089,SPICEJET,HYD,CCU,2026-04-20 12:42:41.702,2026-04-20 17:15:41.702,273.0,False,273.0,False,False,273.0,False,False,True
UK166,VISTARA,HYD,MAA,2026-04-20 12:39:41.703,2026-04-20 17:32:41.703,293.0,False,293.0,False,False,293.0,False,False,True
UK104,VISTARA,DEL,BOM,2026-04-20 12:30:41.702,2026-04-20 13:52:41.702,82.0,False,82.0,False,False,82.0,False,False,True
6F168,INDIGO,HYD,DEL,2026-04-20 12:18:41.703,2026-04-20 15:58:41.703,220.0,False,220.0,False,False,220.0,False,False,True
AI222,AIR INDIA,BOM,DEL,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,64.0,False,64.0,False,False,64.0,False,False,True
SJ025,SPICEJET,BOM,CCU,2026-04-20 12:02:41.701,2026-04-20 15:29:41.701,207.0,False,207.0,False,False,207.0,False,False,True
6F255,INDIGO,DEL,BOM,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,214.0,False,214.0,False,False,214.0,False,False,True
UK228,VISTARA,DEL,MAA,2026-04-20 11:58:41.704,2026-04-20 15:08:41.704,190.0,False,190.0,False,False,190.0,False,False,True
6F158,INDIGO,CCU,MAA,2026-04-20 11:58:41.703,2026-04-20 16:04:41.703,246.0,False,246.0,False,False,246.0,False,False,True
SJ218,SPICEJET,DEL,HYD,2026-04-20 11:58:41.703,2026-04-20 15:03:41.703,185.0,False,185.0,False,False,185.0,False,False,True
6F034,INDIGO,BOM,DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,56.0,False,56.0,False,False,56.0,False,False,True
UK156,VISTARA,MAA,BLR,2026-04-20 11:50:41.703,2026-04-20 15:54:41.703,244.0,False,244.0,False,False,244.0,False,False,True
6F105,INDIGO,BLR,BOM,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,72.0,False,72.0,False,False,72.0,False,False,True
6F073,INDIGO,DEL,CCU,2026-04-20 11:38:41.702,2026-04-20 15:18:41.702,220.0,False,220.0,False,False,220.0,False,False,True
SJ074,SPICEJET,DEL,CCU,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,41.0,False,41.0,False,False,41.0,False,False,True
6F234,INDIGO,BOM,DEL,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,171.0,False,171.0,False,False,171.0,False,False,True
6F068,INDIGO,BLR,HYD,2026-04-20 11:17:41.701,2026-04-20 15:06:41.701,229.0,False,229.0,False,False,229.0,False,False,True
6F074,INDIGO,HYD,BOM,2026-04-20 11:09:41.702,2026-04-20 14:29:41.702,200.0,False,200.0,False,False,200.0,False,False,True
AI038,AIR INDIA,HYD,MAA,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,279.0,False,279.0,False,False,279.0,False,False,True
AI079,AIR INDIA,CCU,BLR,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,135.0,False,135.0,False,False,135.0,False,False,True
SJ018,SPICEJET,BOM,CCU,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,153.0,False,153.0,False,False,153.0,False,False,True
6F018,INDIGO,DEL,BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,46.0,False,46.0,False,False,46.0,False,False,True
AI091,AIR INDIA,CCU,MAA,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,263.0,False,263.0,False,False,263.0,False,False,True
UK071,VISTARA,DEL,HYD,2026-04-20 10:50:41.701,2026-04-20 14:06:41.701,196.0,False,196.0,False,False,196.0,False,False,True
AI019,AIR INDIA,BOM,CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,62.0,False,62.0,False,False,62.0,False,False,True
UK212,VISTARA,HYD,MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,45.0,False,45.0,False,False,45.0,False,False,True
AI146,AIR INDIA,BLR,DEL,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,186.0,False,186.0,False,False,186.0,False,False,True
6F232,INDIGO,MAA,BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,103.0,False,103.0,False,False,103.0,False,False,True
6F084,INDIGO,CCU,HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,60.0,False,60.0,False,False,60.0,False,False,True
AI129,AIR INDIA,BOM,CCU,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,189.0,False,189.0,False,False,189.0,False,False,True
AI240,AIR INDIA,MAA,DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,147.0,False,147.0,False,False,147.0,False,False,True
6F091,INDIGO,BLR,CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,86.0,False,86.0,False,False,86.0,False,False,True
UK133,VISTARA,BOM,DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,192.0,False,192.0,False,False,192.0,False,False,True
SJ007,SPICEJET,BOM,CCU,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,290.0,False,290.0,False,False,290.0,False,False,True
SJ141,SPICEJET,CCU,DEL,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,217.0,False,217.0,False,False,217.0,False,False,True
6F049,INDIGO,HYD,DEL,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,193.0,False,193.0,False,False,193.0,False,False,True
SJ235,SPICEJET,BOM,DEL,2026-04-20 09:57:41.704,2026-04-20 13:45:41.704,228.0,False,228.0,False,False,228.0,False,False,True
UK087,VISTARA,HYD,MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,208.0,False,208.0,False,False,208.0,False,False,True
UK170,VISTARA,BOM,BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,110.0,False,110.0,False,False,110.0,False,False,True
SJ078,SPICEJET,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,188.0,False,188.0,False,False,188.0,False,False,True
SJ075,SPICEJET,MAA,BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,97.0,False,97.0,False,False,97.0,False,False,True
AI159,AIR INDIA,HYD,BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,133.0,False,133.0,False,False,133.0,False,False,True
UK120,VISTARA,HYD,DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,251.0,False,251.0,False,False,251.0,False,False,True
AI059,AIR INDIA,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,147.0,False,147.0,False,False,147.0,False,False,True
UK040,VISTARA,HYD,CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,77.0,False,77.0,False,False,77.0,False,False,True
AI044,AIR INDIA,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,213.0,False,213.0,False,False,213.0,False,False,True
AI078,AIR INDIA,DEL,BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,270.0,False,270.0,False,False,270.0,False,False,True
SJ226,SPICEJET,HYD,BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,247.0,False,247.0,False,False,247.0,False,False,True
