flight_id,airline,source,destination,departure_time,arrival_time,is_overnight,duration_minutes,departure_date
SJ153,SPICEJET,DEL,CCU,2026-04-20 20:37:41.702,2026-04-20 22:00:41.702,False,83.0,2026-04-20
6F236,INDIGO,BOM,DEL,2026-04-20 20:35:41.704,2026-04-20 23:54:41.704,False,199.0,2026-04-20
UK059,VISTARA,HYD,MAA,2026-04-20 20:33:41.701,2026-04-20 22:10:41.701,False,97.0,2026-04-20
SJ001,SPICEJET,BOM,MAA,2026-04-20 20:28:41.700,2026-04-21 01:15:41.700,True,287.0,2026-04-20
SJ049,SPICEJET,CCU,DEL,2026-04-20 20:26:41.701,2026-04-21 00:26:41.701,True,240.0,2026-04-20
6F086,INDIGO,MAA,HYD,2026-04-20 20:23:41.702,2026-04-20 21:00:41.702,False,37.0,2026-04-20
AI220,AIR INDIA,BOM,DEL,2026-04-20 20:19:41.703,2026-04-20 21:57:41.703,False,98.0,2026-04-20
AI188,AIR INDIA,CCU,HYD,2026-04-20 20:16:41.703,2026-04-20 23:02:41.703,False,166.0,2026-04-20
6F114,INDIGO,BOM,MAA,2026-04-20 20:10:41.702,2026-04-20 21:00:41.702,False,50.0,2026-04-20
SJ179,SPICEJET,DEL,HYD,2026-04-20 20:09:41.703,2026-04-20 23:39:41.703,False,210.0,2026-04-20
6F190,INDIGO,DEL,MAA,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,True,274.0,2026-04-20
SJ003,SPICEJET,MAA,CCU,2026-04-20 19:50:41.701,2026-04-20 20:32:41.701,False,42.0,2026-04-20
6F028,INDIGO,HYD,CCU,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,False,120.0,2026-04-20
UK036,VISTARA,CCU,BLR,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,True,264.0,2026-04-20
SJ160,SPICEJET,MAA,BLR,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,False,45.0,2026-04-20
6F151,INDIGO,CCU,HYD,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,False,140.0,2026-04-20
UK140,VISTARA,MAA,BLR,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,False,83.0,2026-04-20
AI115,AIR INDIA,MAA,BLR,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,True,289.0,2026-04-20
AI132,AIR INDIA,BLR,BOM,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,False,129.0,2026-04-20
UK209,VISTARA,MAA,BLR,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,False,165.0,2026-04-20
SJ043,SPICEJET,MAA,DEL,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,False,129.0,2026-04-20
UK176,VISTARA,HYD,BLR,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,False,248.0,2026-04-20
UK216,VISTARA,MAA,HYD,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,False,194.0,2026-04-20
UK150,VISTARA,DEL,CCU,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,False,30.0,2026-04-20
UK145,VISTARA,BOM,HYD,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,False,131.0,2026-04-20
6F270,INDIGO,HYD,MAA,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,False,48.0,2026-04-20
6F012,INDIGO,CCU,HYD,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,False,205.0,2026-04-20
SJ236,SPICEJET,MAA,BOM,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,False,239.0,2026-04-20
6F149,INDIGO,BLR,CCU,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,False,165.0,2026-04-20
UK004,VISTARA,BOM,CCU,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,False,34.0,2026-04-20
UK010,VISTARA,MAA,HYD,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,False,167.0,2026-04-20
UK215,VISTARA,BOM,DEL,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,False,132.0,2026-04-20
SJ116,SPICEJET,HYD,CCU,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,False,89.0,2026-04-20
SJ023,SPICEJET,HYD,MAA,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,False,102.0,2026-04-20
UK152,VISTARA,BOM,CCU,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,False,169.0,2026-04-20
SJ202,SPICEJET,CCU,HYD,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,False,107.0,2026-04-20
6F043,INDIGO,BOM,HYD,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,False,86.0,2026-04-20
UK173,VISTARA,MAA,BLR,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,False,256.0,2026-04-20
SJ081,SPICEJET,BOM,BLR,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,False,109.0,2026-04-20
UK153,VISTARA,CCU,HYD,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,False,241.0,2026-04-20
UK187,VISTARA,BLR,BOM,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,False,110.0,2026-04-20
UK055,VISTARA,HYD,DEL,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,False,163.0,2026-04-20
UK181,VISTARA,MAA,DEL,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,False,162.0,2026-04-20
UK074,VISTARA,BOM,DEL,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,False,117.0,2026-04-20
SJ068,SPICEJET,BLR,BOM,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,False,124.0,2026-04-20
AI242,AIR INDIA,BLR,CCU,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,False,62.0,2026-04-20
SJ237,SPICEJET,BOM,CCU,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,False,148.0,2026-04-20
6F194,INDIGO,BOM,CCU,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,False,118.0,2026-04-20
UK063,VISTARA,DEL,BOM,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,False,72.0,2026-04-20
UK068,VISTARA,BLR,MAA,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,False,101.0,2026-04-20
UK224,VISTARA,CCU,MAA,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,False,239.0,2026-04-20
UK077,VISTARA,HYD,BOM,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,False,98.0,2026-04-20
UK207,VISTARA,MAA,CCU,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,False,75.0,2026-04-20
AI221,AIR INDIA,MAA,HYD,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,False,156.0,2026-04-20
UK109,VISTARA,BLR,BOM,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,False,60.0,2026-04-20
UK089,VISTARA,BOM,HYD,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,False,252.0,2026-04-20
AI072,AIR INDIA,BLR,CCU,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,False,58.0,2026-04-20
UK131,VISTARA,BOM,DEL,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,False,246.0,2026-04-20
SJ150,SPICEJET,BOM,HYD,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,False,210.0,2026-04-20
6F097,INDIGO,BLR,BOM,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,False,77.0,2026-04-20
6F123,INDIGO,DEL,HYD,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,False,106.0,2026-04-20
6F017,INDIGO,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,False,161.0,2026-04-20
6F245,INDIGO,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,False,161.0,2026-04-20
6F180,INDIGO,MAA,BLR,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,False,264.0,2026-04-20
6F152,INDIGO,CCU,DEL,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,False,124.0,2026-04-20
SJ034,SPICEJET,MAA,BOM,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,False,291.0,2026-04-20
SJ142,SPICEJET,CCU,BOM,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,False,102.0,2026-04-20
UK189,VISTARA,BLR,MAA,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,False,224.0,2026-04-20
SJ044,SPICEJET,DEL,CCU,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,False,157.0,2026-04-20
SJ196,SPICEJET,DEL,HYD,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,False,166.0,2026-04-20
6F188,INDIGO,DEL,HYD,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,False,282.0,2026-04-20
6F181,INDIGO,BOM,MAA,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,False,108.0,2026-04-20
6F077,INDIGO,CCU,DEL,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,False,258.0,2026-04-20
SJ154,SPICEJET,BLR,HYD,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,False,99.0,2026-04-20
AI025,AIR INDIA,HYD,DEL,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,False,145.0,2026-04-20
AI094,AIR INDIA,DEL,BLR,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,False,60.0,2026-04-20
6F191,INDIGO,BLR,DEL,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,False,30.0,2026-04-20
SJ085,SPICEJET,BLR,MAA,2026-04-20 14:41:41.702,2026-04-20 19:11:41.702,False,270.0,2026-04-20
6F261,INDIGO,CCU,DEL,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,False,178.0,2026-04-20
6F129,INDIGO,DEL,CCU,2026-04-20 14:28:41.702,2026-04-20 16:47:41.702,False,139.0,2026-04-20
6F254,INDIGO,MAA,BLR,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,False,215.0,2026-04-20
SJ185,SPICEJET,BOM,CCU,2026-04-20 14:21:41.703,2026-04-20 15:21:41.703,False,60.0,2026-04-20
6F030,INDIGO,BOM,DEL,2026-04-20 14:20:41.701,2026-04-20 17:10:41.701,False,170.0,2026-04-20
SJ222,SPICEJET,BOM,DEL,2026-04-20 14:15:41.703,2026-04-20 17:09:41.703,False,174.0,2026-04-20
6F259,INDIGO,BOM,DEL,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,False,71.0,2026-04-20
UK083,VISTARA,DEL,HYD,2026-04-20 14:10:41.702,2026-04-20 14:59:41.702,False,49.0,2026-04-20
6F051,INDIGO,BLR,BOM,2026-04-20 13:58:41.701,2026-04-20 15:58:41.701,False,120.0,2026-04-20
SJ088,SPICEJET,CCU,MAA,2026-04-20 13:54:41.702,2026-04-20 14:26:41.702,False,32.0,2026-04-20
6F146,INDIGO,HYD,MAA,2026-04-20 13:51:41.703,2026-04-20 15:07:41.703,False,76.0,2026-04-20
6F047,INDIGO,MAA,DEL,2026-04-20 13:50:41.701,2026-04-20 15:55:41.701,False,125.0,2026-04-20
AI077,AIR INDIA,CCU,HYD,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,False,66.0,2026-04-20
UK134,VISTARA,HYD,CCU,2026-04-20 13:44:41.702,2026-04-20 17:26:41.702,False,222.0,2026-04-20
AI056,AIR INDIA,DEL,MAA,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,False,235.0,2026-04-20
UK141,VISTARA,HYD,MAA,2026-04-20 13:38:41.703,2026-04-20 15:59:41.703,False,141.0,2026-04-20
AI030,AIR INDIA,CCU,HYD,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,False,199.0,2026-04-20
AI029,AIR INDIA,MAA,DEL,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,False,264.0,2026-04-20
SJ167,SPICEJET,MAA,CCU,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,False,54.0,2026-04-20
UK017,VISTARA,BLR,HYD,2026-04-20 13:14:41.701,2026-04-20 14:49:41.701,False,95.0,2026-04-20
6F229,INDIGO,MAA,DEL,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,False,80.0,2026-04-20
SJ117,SPICEJET,MAA,BLR,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,False,236.0,2026-04-20
6F184,INDIGO,MAA,BOM,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,False,179.0,2026-04-20
AI031,AIR INDIA,DEL,MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,False,186.0,2026-04-20
AI178,AIR INDIA,CCU,BLR,2026-04-20 13:04:41.703,2026-04-20 14:03:41.703,False,59.0,2026-04-20
SJ089,SPICEJET,HYD,CCU,2026-04-20 12:42:41.702,2026-04-20 17:15:41.702,False,273.0,2026-04-20
UK166,VISTARA,HYD,MAA,2026-04-20 12:39:41.703,2026-04-20 17:32:41.703,False,293.0,2026-04-20
UK104,VISTARA,DEL,BOM,2026-04-20 12:30:41.702,2026-04-20 13:52:41.702,False,82.0,2026-04-20
6F168,INDIGO,HYD,DEL,2026-04-20 12:18:41.703,2026-04-20 15:58:41.703,False,220.0,2026-04-20
AI222,AIR INDIA,BOM,DEL,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,False,64.0,2026-04-20
SJ025,SPICEJET,BOM,CCU,2026-04-20 12:02:41.701,2026-04-20 15:29:41.701,False,207.0,2026-04-20
6F255,INDIGO,DEL,BOM,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,False,214.0,2026-04-20
UK228,VISTARA,DEL,MAA,2026-04-20 11:58:41.704,2026-04-20 15:08:41.704,False,190.0,2026-04-20
6F158,INDIGO,CCU,MAA,2026-04-20 11:58:41.703,2026-04-20 16:04:41.703,False,246.0,2026-04-20
SJ218,SPICEJET,DEL,HYD,2026-04-20 11:58:41.703,2026-04-20 15:03:41.703,False,185.0,2026-04-20
6F034,INDIGO,BOM,DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,False,56.0,2026-04-20
UK156,VISTARA,MAA,BLR,2026-04-20 11:50:41.703,2026-04-20 15:54:41.703,False,244.0,2026-04-20
6F105,INDIGO,BLR,BOM,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,False,72.0,2026-04-20
6F073,INDIGO,DEL,CCU,2026-04-20 11:38:41.702,2026-04-20 15:18:41.702,False,220.0,2026-04-20
SJ074,SPICEJET,DEL,CCU,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,False,41.0,2026-04-20
6F234,INDIGO,BOM,DEL,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,False,171.0,2026-04-20
6F068,INDIGO,BLR,HYD,2026-04-20 11:17:41.701,2026-04-20 15:06:41.701,False,229.0,2026-04-20
6F074,INDIGO,HYD,BOM,2026-04-20 11:09:41.702,2026-04-20 14:29:41.702,False,200.0,2026-04-20
AI038,AIR INDIA,HYD,MAA,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,False,279.0,2026-04-20
AI079,AIR INDIA,CCU,BLR,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,False,135.0,2026-04-20
SJ018,SPICEJET,BOM,CCU,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,False,153.0,2026-04-20
6F018,INDIGO,DEL,BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,False,46.0,2026-04-20
AI091,AIR INDIA,CCU,MAA,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,False,263.0,2026-04-20
UK071,VISTARA,DEL,HYD,2026-04-20 10:50:41.701,2026-04-20 14:06:41.701,False,196.0,2026-04-20
AI019,AIR INDIA,BOM,CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,False,62.0,2026-04-20
UK212,VISTARA,HYD,MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,False,45.0,2026-04-20
AI146,AIR INDIA,BLR,DEL,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,False,186.0,2026-04-20
6F232,INDIGO,MAA,BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,False,103.0,2026-04-20
6F084,INDIGO,CCU,HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,False,60.0,2026-04-20
AI129,AIR INDIA,BOM,CCU,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,False,189.0,2026-04-20
AI240,AIR INDIA,MAA,DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,False,147.0,2026-04-20
6F091,INDIGO,BLR,CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,False,86.0,2026-04-20
UK133,VISTARA,BOM,DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,False,192.0,2026-04-20
SJ007,SPICEJET,BOM,CCU,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,False,290.0,2026-04-20
SJ141,SPICEJET,CCU,DEL,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,False,217.0,2026-04-20
6F049,INDIGO,HYD,DEL,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,False,193.0,2026-04-20
SJ235,SPICEJET,BOM,DEL,2026-04-20 09:57:41.704,2026-04-20 13:45:41.704,False,228.0,2026-04-20
UK087,VISTARA,HYD,MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,False,208.0,2026-04-20
UK170,VISTARA,BOM,BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,False,110.0,2026-04-20
SJ078,SPICEJET,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,False,188.0,2026-04-20
SJ075,SPICEJET,MAA,BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,False,97.0,2026-04-20
AI159,AIR INDIA,HYD,BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,False,133.0,2026-04-20
UK120,VISTARA,HYD,DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,False,251.0,2026-04-20
AI059,AIR INDIA,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,False,147.0,2026-04-20
UK040,VISTARA,HYD,CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,False,77.0,2026-04-20
AI044,AIR INDIA,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,False,213.0,2026-04-20
AI078,AIR INDIA,DEL,BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,False,270.0,2026-04-20
SJ226,SPICEJET,HYD,BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,False,247.0,2026-04-20
6F209,INDIGO,MAA,CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,False,300.0,2026-04-20
UK193,VISTARA,HYD,DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,False,35.0,2026-04-20
6F092,INDIGO,MAA,BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,False,36.0,2026-04-20
AI208,AIR INDIA,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,False,194.0,2026-04-20
SJ227,SPICEJET,BOM,CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,False,261.0,2026-04-20
6F238,INDIGO,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,False,48.0,2026-04-20
AI084,AIR INDIA,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,False,75.0,2026-04-20
SJ228,SPICEJET,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,False,227.0,2026-04-20
UK194,VISTARA,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,False,60.0,2026-04-20
6F126,INDIGO,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,False,78.0,2026-04-20
SJ052,SPICEJET,MAA,BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,False,97.0,2026-04-20
AI233,AIR INDIA,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,False,108.0,2026-04-20
AI213,AIR INDIA,HYD,CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,False,71.0,2026-04-20
UK076,VISTARA,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,False,263.0,2026-04-20
SJ022,SPICEJET,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,False,191.0,2026-04-20
SJ002,SPICEJET,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,False,286.0,2026-04-20
AI163,AIR INDIA,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,False,61.0,2026-04-20
UK229,VISTARA,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,False,257.0,2026-04-20
UK185,VISTARA,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,False,77.0,2026-04-20
6F029,INDIGO,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,False,254.0,2026-04-20
6F056,INDIGO,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,False,109.0,2026-04-20
AI062,AIR INDIA,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,False,36.0,2026-04-20
UK034,VISTARA,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,False,204.0,2026-04-20
UK079,VISTARA,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,False,231.0,2026-04-20
AI135,AIR INDIA,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,False,161.0,2026-04-20
SJ061,SPICEJET,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,False,177.0,2026-04-20
AI047,AIR INDIA,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,False,47.0,2026-04-20
UK210,VISTARA,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,False,55.0,2026-04-20
AI088,AIR INDIA,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,False,216.0,2026-04-20
UK177,VISTARA,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,False,269.0,2026-04-20
AI128,AIR INDIA,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,False,236.0,2026-04-20
AI158,AIR INDIA,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,False,177.0,2026-04-20
UK206,VISTARA,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,False,273.0,2026-04-20
SJ138,SPICEJET,BLR,BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,False,48.0,2026-04-20
AI034,AIR INDIA,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,False,283.0,2026-04-20
